CODCLAVECICBENEFICIARIO|CODCLAVECICSOLICITANTE|PERIODO|FECDIA|CODSUCAGE|CODSESION|CODINTERNOTRANSACCION|CODTRANSACCIONVENTANILLA|MTOTRANSACCION|FLG_MTO_P25|FLG_MTO_P50|FLG_MTO_P75|FLG_MTO_P90|FLG_AN|TIPPER|FLG_NUEVA_BEN|dif2|FLG_NUEVA_SOL|FLG_NUEVA|FLG_BANCA|PERSONA_SOL|EMPRESA_SOL|PERSONA_BEN|EMPRESA_BEN|FLG_ROS|FLG_MTO|FLG_NOREL|MTOTRANSACCION_ES|TIPPER_BEN|TIPPER_SOL|MTO_P95|MTOTRANSACCION_ES95|FLG_ROS_BEN|FLG_ROS_SOL|N_Cluster
70555.0|16300.0|202312|11/12/23|380000|723|801220400952|62|314770.0|0|1|0|0|0|0|0|11974.0|0|0|1|1|0|0|1|0|0|1|314770.0|1|1|314770.0|314770.0|0|1|3
70555.0|70555.0|202312|13/12/23|380000|455|801221403952|62|495330.0|0|0|1|0|0|0|0|12005.0|0|0|0|0|1|0|1|0|0|1|495330.0|1|1|495330.0|495330.0|0|0|13
1048367.0|1048367.0|202312|14/12/23|375000|609|902657029881|60|245000.0|1|0|0|0|0|1|0||0|0|1|1|0|1|0|0|0|1|245000.0|0|0|245000.0|245000.0|0|0|9
25985911.0|127936.0|202312|23/12/23|250000|72|801226252531|62|240806.52|1|0|0|0|0|0|0|919.0|0|0|1|1|0|1|0|0|0|1|240806.52|1|0|240806.52|240806.52|0|0|9
2469403.0|2469403.0|202312|28/12/23|480000|603|902662329336|60|200000.0|0|0|0|0|0|1|0||0|0|1|1|0|1|0|0|0|1|200000.0|0|0|200000.0|200000.0|0|0|9
28836606.0|17639735.0|202312|28/12/23|475000|336|801227908007|62|490730.0|0|0|1|0|0|0|0|3139.0|0|0|1|1|0|1|0|0|0|0|490730.0|1|0|490730.0|490730.0|0|0|1
15915913.0|15040949.0|202312|12/12/23|535000|234|801220716749|62|344010.0|0|1|0|0|0|0|0|2689.0|0|0|1|1|0|1|0|0|0|0|344010.0|1|0|344010.0|344010.0|0|0|12
15915913.0|15040949.0|202312|18/12/23|535000|360|801223485085|62|398200.0|0|1|0|0|0|0|0|2695.0|0|0|1|1|0|1|0|0|0|0|398200.0|1|0|398200.0|398200.0|0|0|12
8755904.0|21506959.0|202312|21/12/23|215004|607|902659895547|62|250000.0|1|0|0|0|0|0|0|5060.0|0|0|1|1|0|1|0|0|0|1|250000.0|1|0|250000.0|250000.0|0|0|9
27761097.0|27761097.0|202312|29/12/23|194044|257|902662840016|62|251269.9|1|0|0|0|0|0|0|861.0|0|0|1|1|0|1|0|0|0|1|251269.9|1|1|251269.9|251269.9|0|0|9
105788.0|105788.0|202312|04/12/23|193017|352|801217856241|87|305004.3|0|1|0|0|0|1|0||0|0|1|1|0|1|0|0|0|1|305004.3|0|0|305004.3|305004.3|0|0|2
49202.0|5243869.0|202312|06/12/23|570000|559|902654214902|115|310060.0|0|1|0|0|0|0|0|-17300.0|0|0|1|1|0|0|0|0|0|1|310060.0|1|0|310060.0|310060.0|0|0|10
138446.0|6052274.0|202312|05/12/23|390000|411|801218471670|62|200000.0|0|0|0|0|0|0|0|10619.0|0|0|1|1|0|1|0|0|0|0|200000.0|1|0|200000.0|200000.0|0|0|4
22464711.0|27575990.0|202312|22/12/23|550000|433|902660410768|62|297113.53|0|1|0|0|0|0|0|2933.0|0|0|1|1|0|1|0|0|0|1|297113.53|1|0|297113.53|297113.53|0|0|2
9729994.0|3367693.0|202312|14/12/23|285006|465|801222152998|107|217848.27|0|0|0|0|0|0|0|4688.0|0|0|1|1|0|1|0|0|0|0|217848.27|1|0|217848.27|217848.27|0|0|4
8406930.0|2722491.0|202312|15/12/23|191074|80|902657156519|62|638000.0|0|0|0|1|0|0|0|5419.0|0|0|1|1|0|1|0|0|1|0|638000.0|1|0|638000.0|638000.0|0|0|15
4552552.0|4552552.0|202312|22/12/23|191058|372|801226053565|60|300000.0|0|1|0|0|0|1|0||0|0|1|1|0|1|0|0|0|1|300000.0|0|0|300000.0|300000.0|0|0|2
69556.0|10585000.0|202312|20/12/23|395000|86|902659072441|62|303770.0|0|1|0|0|0|0|0|14231.0|0|0|1|1|0|0|1|0|0|1|303770.0|1|0|303770.0|303770.0|0|0|3
12512270.0|11321172.0|202312|27/12/23|194066|122|801227281844|62|245000.0|1|0|0|0|0|0|0|4881.0|0|0|1|1|0|1|0|0|0|0|245000.0|1|0|245000.0|245000.0|0|0|4
8432109.0|4628362.0|202312|12/12/23|191069|482|801221028942|107|293534.25|0|1|0|0|0|0|0|2951.0|0|0|1|1|0|1|0|0|0|0|293534.25|1|0|293534.25|293534.25|0|0|12
27964663.0|62832.0|202312|28/12/23|375000|60|902661894100|62|218400.0|0|0|0|0|0|0|0|2877.0|0|0|1|1|0|1|0|0|0|1|218400.0|1|0|218400.0|218400.0|0|0|9
33884.0|58864.0|202312|13/12/23|305000|801|801221522970|62|208871.9|0|0|0|0|0|0|0|16168.0|0|0|0|0|1|0|1|0|0|0|208871.9|1|0|208871.9|208871.9|0|1|16
62627.0|91421.0|202312|21/12/23|365002|174|801225263961|116|247070.72|1|0|0|0|0|0|0|9486.0|0|0|1|1|0|0|0|0|0|1|247070.72|1|0|247070.72|247070.72|0|0|5
8851327.0|3065526.0|202312|16/12/23|335000|330|801223001981|62|788186.8|0|0|0|1|0|0|0|2305.0|0|0|1|1|0|0|0|0|1|1|788186.8|1|0|699065.4099999998|699065.4099999998|0|0|8
8851327.0|4306183.0|202312|11/12/23|570000|871|902655339185|62|494728.5|0|0|1|0|0|0|0|2271.0|0|0|1|1|0|0|0|0|0|1|494728.5|1|0|494728.5|494728.5|0|0|14
8851327.0|8548205.0|202312|21/12/23|335000|694|801225430038|62|748977.1|0|0|0|1|0|0|0|2310.0|0|0|1|1|0|0|0|0|1|1|748977.1|1|0|699065.4099999998|699065.4099999998|0|0|8
8851327.0|7782324.0|202312|15/12/23|570000|294|902657160314|62|481851.1|0|0|1|0|0|0|0|2304.0|0|0|1|1|0|0|0|0|0|1|481851.1|1|0|481851.1|481851.1|0|0|14
8637421.0|5224738.0|202312|12/12/23|380000|456|801220816250|62|486208.6|0|0|1|0|0|0|0|2861.0|0|0|0|0|0|0|0|0|0|1|486208.6|1|1|486208.6|486208.6|0|0|14
8637421.0|5224738.0|202312|19/12/23|380000|183|801223902109|62|226922.3|1|0|0|0|0|0|0|2868.0|0|0|0|0|0|0|0|0|0|1|226922.3|1|1|226922.3|226922.3|0|0|5
9303389.0|2673472.0|202312|18/12/23|480000|150|902658014422|62|215000.0|0|0|0|0|0|0|0|5052.0|0|0|1|1|0|1|0|0|0|0|215000.0|1|0|215000.0|215000.0|0|0|4
1321636.0|1321636.0|202312|12/12/23|215005|89|902655662304|60|200000.0|0|0|0|0|0|1|0||0|0|1|1|0|1|0|0|0|1|200000.0|0|0|200000.0|200000.0|0|0|9
55168.0|10810645.0|202312|14/12/23|191018|317|801222159277|117|250000.0|1|0|0|0|0|0|0|13544.0|0|0|1|1|0|0|0|0|0|1|250000.0|1|0|250000.0|250000.0|0|0|5
8030244.0|1096447.0|202312|07/12/23|440000|473|801219664168|62|230000.0|1|0|0|0|0|0|0|5051.0|0|0|1|1|0|1|0|0|0|0|230000.0|1|0|230000.0|230000.0|0|0|4
30543028.0|8612881.0|202312|26/12/23|390001|344|902661290933|62|409000.0|0|0|1|0|0|0|0|60.0|0|0|1|1|0|1|0|0|0|1|409000.0|1|0|409000.0|409000.0|0|0|18
69556.0|11048610.0|202312|14/12/23|395000|20|902656659541|62|367690.0|0|1|0|0|0|0|0|14225.0|0|0|1|1|0|0|1|0|0|1|367690.0|1|0|367690.0|367690.0|0|0|3
8851327.0|10524240.0|202312|19/12/23|335000|766|801224290178|62|626691.0|0|0|0|1|0|0|0|2308.0|0|0|1|1|0|0|0|0|1|1|626691.0|1|0|626691.0|626691.0|0|0|8
12844012.0|11980486.0|202312|14/12/23|305000|901|801222093342|62|214460.0|0|0|0|0|0|0|0|3551.0|0|0|1|1|0|0|0|0|0|1|214460.0|1|0|214460.0|214460.0|0|0|5
8637421.0|14616669.0|202312|16/12/23|380000|135|801222881435|62|470241.0|0|0|1|0|0|0|0|2865.0|0|0|1|1|0|0|0|0|0|1|470241.0|1|0|470241.0|470241.0|0|0|14
14525679.0|12443338.0|202312|28/12/23|191120|224|801227971912|62|699880.0|0|0|0|1|0|0|0|3696.0|0|0|1|1|0|1|0|0|1|1|699880.0|1|0|699065.4099999998|699065.4099999998|0|0|15
21393431.0|6345692.0|202312|12/12/23|191002|297|902655886536|128|286899.0|0|1|0|0|0|0|0|2275.0|0|0|1|1|0|1|0|0|0|1|286899.0|1|0|286899.0|286899.0|0|0|2
23388086.0|10023072.0|202312|22/12/23|191088|361|902660339483|62|236463.8|1|0|0|0|0|0|0|1689.0|0|0|1|1|0|0|1|0|0|0|236463.8|1|0|236463.8|236463.8|0|0|16
23388086.0|10023072.0|202312|20/12/23|191088|268|902659245127|62|246507.1|1|0|0|0|0|0|0|1687.0|0|0|1|1|0|0|1|0|0|0|246507.1|1|0|246507.1|246507.1|0|0|16
60648.0|8481595.0|202312|01/12/23|385000|134|801216638487|62|229000.0|1|0|0|0|0|0|0|10854.0|0|0|1|1|0|1|0|0|0|0|229000.0|1|0|229000.0|229000.0|0|0|4
13891114.0|13485247.0|202312|27/12/23|415000|344|801227621014|117|250000.0|1|0|0|0|0|0|0|3957.0|0|0|1|1|0|1|0|0|0|1|250000.0|1|0|250000.0|250000.0|0|0|9
7926860.0|9420291.0|202312|13/12/23|191064|472|902656541168|117|290000.0|0|1|0|0|0|0|0|5418.0|0|0|1|1|0|1|0|0|0|1|290000.0|1|1|290000.0|290000.0|0|0|2
14492634.0|18346355.0|202312|14/12/23|191105|187|801221812726|117|300000.0|0|1|0|0|0|0|0|4200.0|0|0|1|1|0|1|0|0|0|0|300000.0|1|0|300000.0|300000.0|0|0|12
14586833.0|3897461.0|202312|27/12/23|545000|328|801227572285|107|227846.42|1|0|0|0|0|0|0|3108.0|0|0|1|1|0|1|0|0|0|0|227846.42|1|0|227846.42|227846.42|0|0|4
17921598.0|17921598.0|202312|14/12/23|255000|181|801221878913|60|265000.0|1|0|0|0|0|1|0||0|0|1|1|0|1|0|0|0|1|265000.0|0|0|265000.0|265000.0|0|0|9
6984858.0|1147786.0|202312|07/12/23|193057|56|801219341696|60|260000.0|1|0|0|0|0|1|0||0|0|1|1|0|1|0|0|0|1|260000.0|0|0|260000.0|260000.0|0|0|9
5097808.0|8898726.0|202312|19/12/23|475000|240|801223911174|117|690760.0|0|0|0|1|0|0|0|6732.0|0|0|1|1|0|0|0|0|1|1|690760.0|1|0|690760.0|690760.0|1|0|8
13136666.0|7723995.0|202312|05/12/23|335000|710|801218608104|60|225600.0|0|0|0|0|0|1|0||0|0|1|1|0|1|0|0|0|1|225600.0|0|0|225600.0|225600.0|1|0|7
3897461.0|3897461.0|202312|27/12/23|545000|328|801227593666|107|240614.2|1|0|0|0|0|1|0||0|0|1|1|0|1|0|0|0|1|240614.2|0|0|240614.2|240614.2|0|0|9
1078657.0|5450862.0|202312|29/12/23|220000|141|801228346727|60|800000.0|0|0|0|1|0|0|0|-13408.0|0|0|1|1|0|1|0|1|1|1|800000.0|1|0|699065.4099999998|699065.4099999998|1|1|15
71541.0|6209959.0|202312|14/12/23|405000|176|801221738963|117|285000.0|0|1|0|0|0|0|0|-5845.0|0|0|1|1|0|0|1|0|0|1|285000.0|1|0|285000.0|285000.0|0|0|3
1078657.0|10965013.0|202312|29/12/23|220000|196|801228387328|60|330000.0|0|1|0|0|0|0|0|-13408.0|0|0|1|1|0|1|0|0|0|0|330000.0|1|0|330000.0|330000.0|1|0|12
9527788.0|9527788.0|202312|18/12/23|480000|116|902657981844|62|854750.0|0|0|0|1|0|0|0|4728.0|0|0|0|0|1|0|1|1|1|1|854750.0|1|1|699065.4099999998|699065.4099999998|1|1|11
87768.0|65789.0|202312|12/12/23|355004|311|902655974235|62|297170.0|0|1|0|0|0|0|0|8964.0|0|0|1|1|0|1|0|0|0|0|297170.0|1|0|297170.0|297170.0|1|0|12
2038976.0|2038976.0|202312|21/12/23|215005|32|902659533205|84|297228.85|0|1|0|0|0|1|0||0|0|1|1|0|1|0|0|0|1|297228.85|0|0|297228.85|297228.85|0|0|2
23750941.0|19480496.0|202312|20/12/23|305000|689|801224715422|62|350000.0|0|1|0|0|0|0|0|1468.0|0|0|1|1|0|1|0|0|0|0|350000.0|1|0|350000.0|350000.0|0|0|12
48420.0|6098341.0|202312|01/12/23|191069|195|801216694709|117|203978.1|0|0|0|0|0|0|0|12726.0|0|0|1|1|0|0|1|0|0|1|203978.1|1|1|203978.1|203978.1|0|0|0
27156903.0|3452767.0|202312|20/12/23|355004|46|902659076518|60|260630.0|1|0|0|0|0|0|0|2580.0|0|0|1|1|0|1|0|0|0|1|260630.0|1|0|260630.0|260630.0|0|0|9
18258.0|1984672.0|202312|06/12/23|550000|408|902654439811|117|463500.0|0|0|1|0|0|0|0|9316.0|0|0|1|1|0|1|0|0|0|0|463500.0|1|0|463500.0|463500.0|0|0|1
21835.0|23072186.0|202312|12/12/23|585000|140|801220692339|60|201146.2|0|0|0|0|0|1|0||0|0|1|1|0|1|0|0|0|1|201146.2|0|0|201146.2|201146.2|0|0|9
22616512.0|1620138.0|202312|22/12/23|194000|68|801225626294|62|221116.31|0|0|0|0|0|0|0|2067.0|0|0|1|1|0|1|0|0|0|0|221116.31|1|0|221116.31|221116.31|0|0|4
14149421.0|14149421.0|202312|06/12/23|345000|186|902654260149|60|300000.0|0|1|0|0|0|1|0||0|0|1|1|0|1|0|0|0|1|300000.0|0|0|300000.0|300000.0|0|0|2
12844012.0|6878847.0|202312|23/12/23|380000|186|801226325153|62|201360.0|0|0|0|0|0|0|0|3560.0|0|0|1|1|0|0|0|0|0|1|201360.0|1|0|201360.0|201360.0|0|1|5
12844012.0|12844012.0|202312|11/12/23|380000|409|801220146592|62|209230.0|0|0|0|0|0|0|0|3519.0|0|0|0|0|0|0|0|0|0|1|209230.0|1|1|209230.0|209230.0|0|0|5
28088704.0|149426.0|202312|06/12/23|200000|515|902654446130|115|275000.0|1|0|0|0|0|0|0|2678.0|0|0|1|1|0|0|0|0|0|1|275000.0|1|0|275000.0|275000.0|0|0|5
22407363.0|26046676.0|202312|15/12/23|191010|87|801222266193|60|203000.0|0|0|0|0|0|1|0||0|0|1|1|0|1|0|0|0|1|203000.0|0|0|203000.0|203000.0|0|0|9
16633075.0|23386968.0|202312|26/12/23|305006|90|902660937158|117|200003.0|0|0|0|0|0|0|0|2860.0|0|0|1|1|0|1|0|0|0|1|200003.0|1|0|200003.0|200003.0|0|0|9
9456107.0|2180234.0|202312|28/12/23|305000|520|801227972710|117|200000.0|0|0|0|0|0|0|0|5206.0|0|0|1|1|0|1|0|0|0|0|200000.0|1|0|200000.0|200000.0|0|0|4
29287259.0|12499485.0|202312|21/12/23|365002|229|801225358343|62|238022.0|1|0|0|0|0|0|0|2870.0|0|0|1|1|0|1|0|0|0|1|238022.0|1|0|238022.0|238022.0|0|0|9
22024180.0|5845429.0|202312|18/12/23|191118|809|902658454431|117|249900.0|1|0|0|0|0|0|0|2093.0|0|0|1|1|0|1|0|0|0|0|249900.0|1|0|249900.0|249900.0|0|0|4
15228827.0|556724.0|202312|18/12/23|200000|308|902658170016|60|200000.0|0|0|0|0|0|1|0||0|0|1|1|0|1|0|0|0|1|200000.0|0|0|200000.0|200000.0|0|0|9
23980138.0|13169632.0|202312|27/12/23|305000|154|801227162465|117|219460.0|0|0|0|0|0|0|0|1425.0|0|0|1|1|0|0|1|0|0|1|219460.0|1|0|219460.0|219460.0|0|0|0
2658009.0|22402295.0|202312|14/12/23|305007|455|801222144938|84|472037.6|0|0|1|0|0|0|0||0|0|1|1|0|1|0|0|0|1|472037.6|0|1|472037.6|472037.6|0|0|18
9817886.0|9817886.0|202312|21/12/23|540000|254|902659642497|60|268400.0|1|0|0|0|0|1|0||0|0|1|1|0|1|0|0|0|1|268400.0|0|0|268400.0|268400.0|0|0|9
19479460.0|4547649.0|202312|26/12/23|220000|503|801226871578|62|291183.0|0|1|0|0|0|0|0|2653.0|0|0|1|1|0|1|0|0|0|0|291183.0|1|0|291183.0|291183.0|0|0|12
13107798.0|114117.0|202312|14/12/23|405000|410|801221900528|117|560000.0|0|0|1|0|0|0|0|5502.0|0|0|1|1|0|1|0|0|1|1|560000.0|1|0|560000.0|560000.0|0|0|18
69556.0|10585000.0|202312|11/12/23|395000|131|902655174068|62|487720.0|0|0|1|0|0|0|0|14193.0|0|0|1|1|0|0|1|0|0|1|487720.0|1|0|487720.0|487720.0|0|0|13
69556.0|23323429.0|202312|02/12/23|395000|222|902652865742|62|326760.0|0|1|0|0|0|0|0|13920.0|0|0|1|1|0|0|1|0|0|1|326760.0|1|0|326760.0|326760.0|0|0|3
69556.0|16497037.0|202312|21/12/23|395000|77|902659595581|62|264920.0|1|0|0|0|0|0|0|14232.0|0|0|1|1|0|0|1|0|0|1|264920.0|1|0|264920.0|264920.0|0|0|0
69556.0|16497037.0|202312|18/12/23|395000|148|902658023519|62|217000.0|0|0|0|0|0|0|0|14229.0|0|0|1|1|0|0|1|0|0|1|217000.0|1|0|217000.0|217000.0|0|0|0
25974821.0|13239219.0|202312|16/12/23|193024|209|902657853334|62|227750.0|1|0|0|0|0|0|0|903.0|0|0|1|1|0|1|0|0|0|0|227750.0|1|0|227750.0|227750.0|0|0|4
25303064.0|17630741.0|202312|14/12/23|405000|865|801222170966|62|716150.0|0|0|0|1|0|0|0|1581.0|0|0|1|1|0|1|0|0|1|0|716150.0|1|0|699065.4099999998|699065.4099999998|0|0|15
5132049.0|5132049.0|202312|12/12/23|285000|778|902655970797|107|327447.57|0|1|0|0|0|1|0||0|0|1|1|0|1|0|0|0|1|327447.57|0|0|327447.57|327447.57|0|0|2
152004.0|2379096.0|202312|06/12/23|215006|355|902654365931|84|309029.45|0|1|0|0|0|1|0||0|0|1|1|0|1|0|0|0|1|309029.45|0|0|309029.45|309029.45|0|0|2
7533958.0|8691054.0|202312|22/12/23|191097|131|902660142565|60|741339.6|0|0|0|1|0|1|0||0|0|1|1|0|1|0|0|1|1|741339.6|0|0|699065.4099999998|699065.4099999998|0|0|15
407900.0|1046727.0|202312|12/12/23|570002|286|801220764836|62|253510.0|1|0|0|0|0|0|0|8546.0|0|0|1|1|0|1|0|0|0|0|253510.0|1|0|253510.0|253510.0|0|0|4
8851327.0|3065526.0|202312|07/12/23|335000|364|801219464470|62|669793.1|0|0|0|1|0|0|0|2148.0|0|0|1|1|0|0|0|0|1|1|669793.1|1|0|669793.1|669793.1|0|0|8
13151005.0|804575.0|202312|07/12/23|310004|146|801219496241|62|286309.1|0|1|0|0|0|0|0|4571.0|0|0|1|1|0|1|0|0|0|0|286309.1|1|0|286309.1|286309.1|0|0|12
8637421.0|6517508.0|202312|30/12/23|380000|111|801229022084|62|520164.9|0|0|1|0|0|0|0|2879.0|0|0|1|1|0|0|0|0|1|1|520164.9|1|0|520164.9|520164.9|0|0|14
8637421.0|5224738.0|202312|27/12/23|380000|310|801227292313|62|903117.8|0|0|0|1|0|0|0|2876.0|0|0|0|0|0|0|0|0|1|1|903117.8|1|1|699065.4099999998|699065.4099999998|0|0|8
8637421.0|5224738.0|202312|19/12/23|380000|163|801223892747|62|803975.5|0|0|0|1|0|0|0|2868.0|0|0|0|0|0|0|0|0|1|1|803975.5|1|1|699065.4099999998|699065.4099999998|0|0|8
8637421.0|5224738.0|202312|07/12/23|380000|229|801219384802|62|468592.2|0|0|1|0|0|0|0|2708.0|0|0|0|0|0|0|0|0|0|1|468592.2|1|1|468592.2|468592.2|0|0|14
8637421.0|5224738.0|202312|05/12/23|380000|304|801218230813|62|1087390.6|0|0|0|1|0|0|0|2647.0|0|0|0|0|0|0|0|0|1|1|1087390.6|1|1|699065.4099999998|699065.4099999998|0|0|8
8637421.0|5224738.0|202312|12/12/23|380000|455|801220812996|62|733004.6|0|0|0|1|0|0|0|2861.0|0|0|0|0|0|0|0|0|1|1|733004.6|1|1|699065.4099999998|699065.4099999998|0|0|8
9303389.0|2673472.0|202312|26/12/23|480000|166|902660944876|62|400000.0|0|1|0|0|0|0|0|5060.0|0|0|1|1|0|1|0|0|0|0|400000.0|1|0|400000.0|400000.0|0|0|12
3384291.0|9844850.0|202312|15/12/23|405000|230|801222359191|116|216402.34|0|0|0|0|0|0|0|7844.0|0|0|1|1|0|0|1|0|0|1|216402.34|1|0|216402.34|216402.34|0|0|0
26088954.0|6672740.0|202312|12/12/23|285000|1032|902656071943|62|202500.0|0|0|0|0|0|0|0|848.0|0|0|1|1|0|1|0|0|0|1|202500.0|1|0|202500.0|202500.0|0|0|9
8643323.0|8643323.0|202312|04/12/23|215002|558|902653180319|60|250160.0|1|0|0|0|0|1|0||0|0|1|1|0|1|0|0|0|1|250160.0|0|0|250160.0|250160.0|0|0|9
27851670.0|804575.0|202312|28/12/23|310004|211|801228123938|62|480981.15|0|0|1|0|0|0|0|2190.0|0|0|1|1|0|1|0|0|0|1|480981.15|1|0|480981.15|480981.15|0|0|18
69556.0|11048610.0|202312|06/12/23|395000|54|902654086188|62|284880.0|0|1|0|0|0|0|0|14040.0|0|0|1|1|0|0|1|0|0|1|284880.0|1|0|284880.0|284880.0|0|0|3
26119797.0|22943417.0|202312|19/12/23|495000|610|801224264565|62|268640.0|1|0|0|0|0|0|0|801.0|0|0|1|1|0|1|0|0|0|1|268640.0|1|0|268640.0|268640.0|0|0|9
5588063.0|8156249.0|202312|15/12/23|405000|560|801222590734|117|425983.9|0|0|1|0|0|0|0|6909.0|0|0|1|1|0|1|0|0|0|1|425983.9|1|0|425983.9|425983.9|0|0|18
8637421.0|14616669.0|202312|30/12/23|380000|203|801229038321|62|487129.3|0|0|1|0|0|0|0|2879.0|0|0|1|1|0|0|0|0|0|1|487129.3|1|0|487129.3|487129.3|0|0|14
750523.0|8063329.0|202312|13/12/23|193001|410|902656431670|62|250000.0|1|0|0|0|0|0|0|10754.0|0|0|1|1|0|1|0|0|0|1|250000.0|1|0|250000.0|250000.0|0|0|9
23388086.0|14406828.0|202312|20/12/23|305000|1092|801224927497|62|530000.0|0|0|1|0|0|0|0|1687.0|0|0|1|1|0|0|1|0|1|1|530000.0|1|1|530000.0|530000.0|0|0|13
